Order_ID,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Region,Profit,Sales_Channel_Retail,Gender_Category_Men,Gender_Category_Women,Profit_Margin
2045,Lifestyle,Dunk Low,XL,1.0,0.5134769118315209,0.0,0.16904607862030174,2025-06-04,delhi,0.5834841772578018,True,False,False,3.4495873745178813
2046,Running,Air Zoom,12,0.25,0.5134769118315209,1.04,0.16904607862030174,,kolkata,0.47776005909362834,False,False,False,2.8245411480457774
2047,Training,SuperRep Go,10,0.25,0.8224602263695635,0.0,0.16904607862030174,,bangalore,0.78637614864202,True,False,True,4.6490947650478684
2048,Basketball,Air Jordan,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,,bangalore,0.7839100668842924,False,False,True,4.634515167472548
2049,Soccer,Tiempo Legend,L,0.25,0.7210094635644633,0.0,0.16904607862030174,,pune,0.2906206177515567,True,False,False,1.7181634958498824
2050,Running,Air Zoom,L,0.25,0.5134769118315209,0.57,0.16904607862030174,,kolkata,0.3619176959640514,True,True,False,2.139675355859017
2051,Basketball,Air Jordan,XL,0.25,0.5134769118315209,0.37,0.16904607862030174,2024-05-01,delhi,0.8339472889451441,True,False,True,4.93033770423484
2052,Training,Flex Trainer,10,0.75,0.894830648381206,0.0,0.16904607862030174,2024-08-10,pune,0.6509763336943328,True,True,False,3.848604348408462
2053,Lifestyle,Air Force 1,XL,0.75,0.501020703190026,0.0,0.16904607862030174,2024-02-10,delhi,0.8818339030456687,False,True,False,5.213445740147515
2054,Training,Flex Trainer,11,0.25,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.12495070721915617,False,False,True,0.7387147738709621
2055,Basketball,Kyrie Flytrap,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,hyderbad,0.023191171350362496,False,True,False,0.13710735442127464
2056,Running,React Infinity,L,0.75,0.5134769118315209,0.0,0.16904607862030174,,bangalore,0.18368269491567807,True,True,False,1.085941196000222
2058,Training,Flex Trainer,11,0.25,0.37289648154661253,0.0,0.16904607862030174,,kolkata,0.3002502630551329,False,False,True,1.7750944361479002
2059,Soccer,Phantom GT,,0.25,0.9388354095767119,0.0,0.16904607862030174,,delhi,0.28673490390552714,True,False,False,1.6951909630088926
2060,Lifestyle,Waffle One,L,0.5,0.7475515013911853,0.0,0.16904607862030174,2024-11-07,bengaluru,0.7734705772593407,False,True,False,4.572796387409155
2061,Basketball,LeBron 20,L,0.25,0.5134769118315209,0.0,0.16904607862030174,2024-10-09,mumbai,0.13419947562099285,False,False,True,0.7933939510489224
2062,Basketball,Air Jordan,,0.5,0.5134769118315209,0.0,0.16904607862030174,2025-06-06,bangalore,0.581554785679798,False,True,False,3.4381807158844593
2063,Basketball,Air Jordan,M,0.25,0.9693075614643556,0.16,0.35215960138552865,2024-06-09,pune,0.44813245282801106,True,False,True,1.2721653322305184
2064,Running,React Infinity,L,0.5,0.6947890943089696,0.0,0.16904607862030174,2025-02-03,bangalore,0.8611588275916462,False,False,False,5.091213669367832
2065,Lifestyle,Waffle One,10,0.25,0.5134769118315209,0.78,0.16904607862030174,2024-11-02,hyd,0.23485485319888505,True,False,True,1.3884735319586454
2066,Soccer,Phantom GT,XL,0.25,0.4070822157332229,0.0,0.16904607862030174,2024-10-12,mumbai,0.42745545375327254,False,True,False,2.5271378280830405
2067,Basketball,LeBron 20,L,1.0,0.19797636674722985,0.0,0.16904607862030174,2025-06-05,kolkata,0.2617701542551452,False,False,False,1.5475981257760374
2068,Running,Free RN,,1.0,0.06842153352049353,0.0,0.16904607862030174,2024-05-12,mumbai,0.4201610839987458,True,True,False,2.4840131525716376
2069,Training,SuperRep Go,,0.25,0.6878463100109017,0.0,0.16904607862030174,,pune,0.9144700521108852,False,False,True,5.40639227092981
2070,Running,React Infinity,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.44469301898806013,True,False,False,2.629047168077155
2071,Lifestyle,Blazer Mid,M,0.75,0.7313491681049967,0.49,0.43754501917464733,2025-12-01,pune,0.06085566496682714,True,False,False,0.1390525706920978
2072,Training,Flex Trainer,,0.75,0.5134769118315209,0.0,0.16904607862030174,,pune,0.9307477306084604,True,True,False,5.502626712959739
2073,Lifestyle,Blazer Mid,12,1.0,0.5134769118315209,0.85,0.16904607862030174,2024-03-11,hyd,0.31608550878806124,False,False,True,1.8687131937454395
2074,Training,Flex Trainer,L,0.25,0.5134769118315209,0.57,0.16904607862030174,,kolkata,0.6074390260323592,False,True,False,3.591209627720281
2075,Basketball,Air Jordan,L,1.0,0.2810044069845887,0.0,0.16904607862030174,,pune,0.6818600642874044,False,False,False,4.031190494330291
2076,Training,ZoomX Invincible,11,0.25,0.5134769118315209,0.0,0.16904607862030174,,bengaluru,0.6175918961706482,True,False,True,3.651233899173125
2077,Training,ZoomX Invincible,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,pune,0.8717810611846041,False,True,False,5.154012840827211
2078,Basketball,LeBron 20,,0.0,0.6212884515976415,0.0,0.16904607862030174,,mumbai,0.28125450848605277,False,False,True,1.6627905936702883
2079,Running,Pegasus Turbo,XL,0.25,0.2898058598751626,0.0,0.16904607862030174,,bengaluru,0.2845227400822925,False,True,False,1.6821125408469428
2080,Lifestyle,Blazer Mid,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,bangalore,0.037208595506806726,False,True,False,0.21997906076399437
2081,Training,ZoomX Invincible,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.7713353582647402,False,True,False,4.560172866887621
2083,Running,Free RN,,0.25,0.9118252626229882,0.0,0.16904607862030174,,delhi,0.04195609143353985,True,True,False,0.24804649197763948
2084,Training,Metcon 7,M,0.5,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.3092624261089193,False,True,False,1.8283747907815826
2085,Basketball,Kyrie Flytrap,,0.25,0.6953072685832441,0.0,0.16904607862030174,,kolkata,0.2496936634009999,True,True,False,1.4762013133128022
2086,Soccer,Mercurial Superfly,L,0.0,0.5134769118315209,0.45,0.16904607862030174,2024-11-10,kolkata,0.5659253673634662,False,True,False,3.345778820175031
2087,Basketball,Zoom Freak,,0.25,0.3316377936790248,0.0,0.16904607862030174,2024-01-11,kolkata,0.9573514051087519,False,False,False,5.659908955133448
2088,Running,Free RN,XL,1.0,0.5134769118315209,0.0,0.16904607862030174,,bangalore,0.7506448938449908,False,False,True,4.437849815779854
2089,Training,Flex Trainer,L,0.5,0.6093103651126028,0.6,0.2919994527277987,2024-02-12,mumbai,0.023595131700692284,False,False,True,0.08077773333824109
2090,Lifestyle,Dunk Low,8,0.25,0.5134769118315209,0.0,0.16904607862030174,,bangalore,0.2620875516732615,True,False,False,1.5494745950427518
2091,Running,Air Zoom,11,0.25,0.9062104563563337,0.0,0.16904607862030174,,mumbai,0.5995675700630755,True,False,False,3.5446731899057604
2092,Basketball,Zoom Freak,XL,0.5,0.5134769118315209,1.13,0.16904607862030174,,delhi,0.2705611009266081,False,False,False,1.5995706381935246
2093,Running,Free RN,XL,0.0,0.5134769118315209,0.29,0.16904607862030174,,kolkata,0.20247839293030914,False,True,False,1.1970622942127533
2094,Training,Flex Trainer,10,0.25,0.28408591679923495,0.0,0.16904607862030174,2024-10-11,delhi,0.8029000505912248,True,False,False,4.746784892327128
2095,Lifestyle,Waffle One,M,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.40009194907021794,False,True,False,2.365363432210228
2096,Running,Pegasus Turbo,XL,0.5,0.5134769118315209,0.0,0.16904607862030174,,kolkata,0.28623091527797284,False,True,False,1.6922113572641702
2097,Training,ZoomX Invincible,XL,0.25,0.747505191129958,0.0,0.16904607862030174,,bangalore,0.37863973084698943,False,False,True,2.2385368548623465
2098,Training,ZoomX Invincible,L,0.25,0.4611075161553972,0.69,0.16904607862030174,,hyderbad,0.24961287133093393,False,True,False,1.4757236665903657
2099,Soccer,Mercurial Superfly,M,0.5,0.5134769118315209,0.32,0.16904607862030174,2025-01-02,mumbai,0.3001406166743291,True,False,False,1.774446201310308
2100,Soccer,Phantom GT,8,0.25,0.4920014669088152,0.0,0.16904607862030174,2025-11-07,mumbai,0.6707453837911872,True,False,False,3.9654799523722515
2101,Running,Free RN,XL,0.25,0.0004305602665468225,0.0,0.16904607862030174,2025-03-07,hyderabad,0.8843519225627245,False,False,False,5.228332396330117
2102,Soccer,Mercurial Superfly,XL,0.25,0.5134769118315209,0.77,0.16904607862030174,2025-10-04,pune,0.28536720957655337,False,False,True,1.6871050863505044
2103,Basketball,LeBron 20,XL,0.25,0.5971833348144273,0.0,0.16904607862030174,2025-08-01,kolkata,0.32103883213139095,False,False,True,1.8979974868471963
2104,Basketball,Kyrie Flytrap,,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.7896905471354402,True,True,False,4.668689653208772
2105,Training,Metcon 7,,0.5,0.46786756266591906,0.0,0.16904607862030174,,mumbai,0.560804689017857,True,False,False,3.31550511600537
2106,Running,Free RN,,0.25,0.5134769118315209,0.0,0.16904607862030174,,bengaluru,0.24550594110258092,True,False,True,1.4514432915331807
2107,Running,React Infinity,M,1.0,0.5134769118315209,0.0,0.16904607862030174,,hyd,0.19517632869291895,False,False,True,1.153892128537309
2108,Lifestyle,Air Force 1,XL,0.25,0.5134769118315209,0.27,0.16904607862030174,,mumbai,0.16553718070300644,True,False,False,0.9786640166492033
2109,Basketball,Zoom Freak,M,0.0,0.5134769118315209,0.0,0.16904607862030174,,kolkata,0.9601175716981531,True,False,False,5.676262669106389
2110,Running,Air Zoom,12,0.25,0.5134769118315209,0.42,0.16904607862030174,,pune,0.1808261181526316,True,False,False,1.0690529725997915
2111,Lifestyle,Waffle One,,0.25,0.5134769118315209,1.14,0.16904607862030174,,bengaluru,0.4859046692045636,True,True,False,2.872692486683773
2112,Training,Metcon 7,,0.25,0.024395494637396896,0.0,0.16904607862030174,,bengaluru,0.3648608356593114,True,False,True,2.1570753436049155
2113,Basketball,Air Jordan,XL,0.25,0.24190352696446255,0.0,0.16904607862030174,,pune,0.792195101307485,True,False,True,4.683496701604302
2114,Training,Flex Trainer,XL,0.25,0.1452765410991052,0.53,0.20232617512621018,,pune,0.5322062198352226,True,False,True,2.6291373608348763
2115,Soccer,Phantom GT,6,0.5,0.7010146953723533,0.0,0.16904607862030174,,kolkata,0.6094703695083034,False,False,False,3.6032190310272543
2116,Basketball,LeBron 20,,0.25,0.25429214765713887,1.13,0.16904607862030174,,hyderabad,0.6324614843042168,False,False,True,3.739143641183448
2117,Training,SuperRep Go,L,0.0,0.7058347174260508,0.0,0.16904607862030174,,pune,0.6226279352047598,False,False,True,3.6810072115383288
2118,Basketball,Zoom Freak,XL,0.5,0.8035343490717297,0.0,0.16904607862030174,,hyderbad,0.7494753324497503,False,False,False,4.430935310845537
2119,Training,Metcon 7,11,0.25,0.5134769118315209,0.41,0.16904607862030174,2025-05-04,kolkata,0.7862087936397405,True,False,True,4.648105353979965
2120,Soccer,Phantom GT,12,0.25,0.5134769118315209,0.0,0.16904607862030174,,pune,0.16760892021398358,True,True,False,0.9909122433173946
2122,Soccer,Mercurial Superfly,,0.0,0.5134769118315209,0.0,0.16904607862030174,,bengaluru,0.4381623266577283,True,False,False,2.5904373913468777
2123,Running,Air Zoom,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,hyd,0.6530384551017308,True,True,False,3.8607957123716017
2124,Basketball,Kyrie Flytrap,L,0.25,0.5544064213557892,1.24,0.16904607862030174,2025-04-07,kolkata,0.3138117891019192,False,False,False,1.8552708502711572
2125,Soccer,Tiempo Legend,M,0.25,0.5134769118315209,0.0,0.16904607862030174,2024-10-12,hyderabad,0.4329185365863042,True,False,True,2.559435844552551
2126,Running,Pegasus Turbo,L,0.25,0.42467135359887054,0.0,0.16904607862030174,,pune,0.7132131583351448,True,False,False,4.216551540258655
2127,Training,Metcon 7,L,0.25,0.2520617453461317,0.0,0.16904607862030174,,mumbai,0.9459770358158941,False,True,False,5.5926631201390045
2128,Basketball,LeBron 20,L,0.25,0.8441083960503605,0.0,0.16904607862030174,,bangalore,0.5021823477021389,True,False,True,2.9689269287137026
2129,Basketball,Zoom Freak,9,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.3925571267262091,True,True,False,2.320817189072526
2130,Soccer,Premier III,10,0.75,0.5134769118315209,0.24,0.16904607862030174,,bengaluru,0.8006244072843669,False,True,False,4.733331176311835
2131,Running,Free RN,XL,0.25,0.44497777733275423,0.0,0.16904607862030174,,mumbai,0.6591863469096072,True,False,False,3.8971423534408114
2132,Running,Free RN,L,0.5,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.9774955612451982,False,True,False,5.779002204594263
2133,Training,Metcon 7,XL,0.25,0.5986414822287501,0.0,0.16904607862030174,2024-10-10,pune,0.1986157625328699,True,True,False,1.1742262318638883
2134,Training,ZoomX Invincible,M,0.25,0.341943704245149,0.0,0.16904607862030174,2024-06-08,hyderabad,0.42485087130400323,False,True,False,2.511739407554971
2135,Basketball,Zoom Freak,L,0.5,0.8886538608364135,0.74,0.2749110570893435,2024-03-11,hyderbad,0.6966777146616447,True,True,False,2.5332716510933357
2136,Training,ZoomX Invincible,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,pune,0.9371033734536494,False,False,False,5.54020158845807
2137,Soccer,Phantom GT,,0.0,0.4024474347244352,0.95,0.16904607862030174,2025-12-01,delhi,0.5763321554362484,False,True,False,3.4073042670412472
2138,Running,Pegasus Turbo,11,0.5,0.7570563696009432,0.0,0.16904607862030174,,mumbai,0.5846672039980533,False,True,False,3.4565814872392715
2139,Basketball,Air Jordan,M,0.25,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.1663547195072453,True,False,True,0.9834973465786195
2140,Basketball,Zoom Freak,M,0.25,0.5956638575946951,0.0,0.16904607862030174,,bangalore,0.06230030412443516,False,True,False,0.3683224857035354
2141,Soccer,Tiempo Legend,,0.25,0.5134769118315209,1.1,0.16904607862030174,,kolkata,0.0320956116440609,True,False,False,0.18975084675837484
2142,Soccer,Mercurial Superfly,,0.25,0.5134769118315209,0.0,0.16904607862030174,2024-03-10,kolkata,0.039189924844138614,True,False,False,0.23169277800469712
2143,Training,ZoomX Invincible,L,0.25,0.5134769118315209,0.0,0.16904607862030174,2025-10-03,delhi,0.42434688267644893,False,False,False,2.508759801810249
2144,Lifestyle,Waffle One,,1.0,0.5134769118315209,0.0,0.16904607862030174,,kolkata,0.6895064566329329,False,False,True,4.076396344846596
2145,Lifestyle,Blazer Mid,6,0.0,0.5134769118315209,0.67,0.16904607862030174,,bangalore,0.4875936081930854,False,True,False,2.882677577690897
2146,Basketball,Air Jordan,XL,0.25,0.5134769118315209,1.12,0.16904607862030174,,mumbai,0.05587541093347541,True,False,False,0.33033819872882925
2147,Soccer,Phantom GT,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,,hyderabad,0.1486554853006523,False,False,True,0.8788585967420114
2148,Basketball,Kyrie Flytrap,,0.25,0.5134769118315209,0.0,0.16904607862030174,,hyd,0.33083775605796256,False,True,False,1.9559292107541286
2149,Running,Pegasus Turbo,,0.25,0.5134769118315209,0.0,0.16904607862030174,,kolkata,0.11611551727122858,False,False,True,0.686480693010236
2150,Basketball,LeBron 20,M,0.5,0.1635353003095278,0.48,0.24607866501352307,2025-06-07,bengaluru,0.8504211767557367,False,False,True,3.4544877262577627
2151,Soccer,Tiempo Legend,L,1.0,0.4522284622865504,0.0,0.16904607862030174,,bengaluru,0.6155913306261578,False,False,False,3.6394064565223183
2152,Running,Free RN,8,0.25,0.5134769118315209,0.0,0.16904607862030174,,bengaluru,0.9654132995289052,False,False,True,5.707571274507996
2153,Running,React Infinity,,0.0,0.5134769118315209,0.09,0.16904607862030174,,pune,0.47049839089127116,True,True,False,2.781609805731551
2154,Lifestyle,Blazer Mid,XL,0.25,0.1197220383023409,0.0,0.16904607862030174,2025-01-04,bangalore,0.6888812799002796,False,False,False,4.072700269018219
2155,Soccer,Phantom GT,,0.75,0.5134769118315209,0.0,0.16904607862030174,,hyderbad,0.5144665895935967,False,True,False,3.04155197560606
2156,Soccer,Tiempo Legend,M,0.0,0.5134769118315209,0.0,0.16904607862030174,,pune,0.17567466187556868,False,True,False,1.0385973077739643
2157,Soccer,Premier III,,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.09585594389183096,False,False,False,0.5667050910887973
2158,Running,React Infinity,M,0.25,0.5134769118315209,0.5,0.16904607862030174,,mumbai,0.32972975052562936,False,False,True,1.9493786271321434
2159,Training,ZoomX Invincible,XL,0.5,0.24795014512634567,0.0,0.16904607862030174,,delhi,0.765801101465222,True,False,True,4.5274540664007255
2160,Running,Air Zoom,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,2025-01-03,mumbai,0.9510823251957765,True,False,False,5.622845843980583
2161,Lifestyle,Waffle One,M,0.0,0.38960447282025734,0.8,0.16904607862030174,,pune,0.6071177813728111,False,False,False,3.5893104133715457
2162,Lifestyle,Blazer Mid,8,0.25,0.7078560977471936,0.0,0.16904607862030174,,mumbai,0.6920937264957594,False,True,False,4.091692412505571
2163,Lifestyle,Dunk Low,7,0.25,0.5134769118315209,1.24,0.16904607862030174,2025-06-03,hyderabad,0.8741509619065391,True,True,False,5.168023811352014
2164,Soccer,Mercurial Superfly,8,0.0,0.5134769118315209,0.95,0.16904607862030174,,pune,0.0627908274069785,False,False,True,0.37122248366118515
2165,Training,SuperRep Go,L,1.0,0.32179623735385665,0.0,0.16904607862030174,2024-11-11,kolkata,0.7039509245882971,True,False,False,4.161792755293622
2166,Lifestyle,Air Force 1,M,0.25,0.6640828878578251,0.0,0.16904607862030174,2025-01-02,mumbai,0.8778193066116767,False,False,True,5.1897112470588285
2167,Running,React Infinity,XL,0.75,0.13131587478206014,0.0,0.16904607862030174,,mumbai,0.4729990978218842,True,True,False,2.7963941090450595
2168,Running,Pegasus Turbo,,0.25,0.5134769118315209,0.85,0.16904607862030174,2024-01-08,kolkata,0.81000013465345,True,False,True,4.788760941196481
2169,Training,Flex Trainer,,1.0,0.25525965662818745,0.01,0.5272402055490003,,delhi,0.4341419593615887,True,False,False,0.8232673230549806
2170,Lifestyle,Air Force 1,M,0.0,0.5134769118315209,0.0,0.16904607862030174,,kolkata,0.8498825629552971,False,False,False,5.024547833964919
2172,Training,ZoomX Invincible,M,0.25,0.7487693360985983,1.2,0.16904607862030174,,bengaluru,0.05568112524117393,False,False,True,0.32918957208677974
2173,Running,Free RN,L,0.25,0.5775202482230002,0.0,0.16904607862030174,,bangalore,0.9559144604340074,False,True,False,5.651413666998685
2174,Soccer,Phantom GT,L,0.25,0.2349670008098038,0.0,0.16904607862030174,,pune,0.3131308273685061,True,False,True,1.8512449707534788
2175,Lifestyle,Blazer Mid,,0.25,0.5134769118315209,1.16,0.16904607862030174,,pune,0.7034873319957758,False,False,True,4.159051972910118
2176,Soccer,Mercurial Superfly,,1.0,0.5134769118315209,0.0,0.16904607862030174,2025-04-01,bengaluru,0.9825085168307196,False,True,False,5.808639046467342
2177,Lifestyle,Waffle One,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.40101528701382894,True,False,True,2.370822251895216
2178,Running,Free RN,,0.25,0.5134769118315209,0.0,0.16904607862030174,,bangalore,0.041540589358914914,True,True,False,0.24559002311939504
2179,Training,ZoomX Invincible,M,0.75,0.5134769118315209,0.0,0.16904607862030174,,pune,0.833935747220849,True,False,True,4.930269468988777
2180,Basketball,LeBron 20,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,,pune,0.6519458385351243,False,False,True,3.854336109077699
2181,Lifestyle,Air Force 1,XL,0.5,0.5134769118315209,0.0,0.16904607862030174,2025-06-01,delhi,0.31141495768996236,True,False,True,1.8411006641722099
2182,Basketball,Zoom Freak,11,0.25,0.6518382044635582,0.0,0.16904607862030174,,mumbai,0.10321186950926511,False,False,False,0.6101936879125327
2183,Lifestyle,Waffle One,M,0.25,0.42341722165968476,0.0,0.16904607862030174,,pune,0.7939263599517556,False,False,False,4.693731988513654
2184,Soccer,Mercurial Superfly,XL,1.0,0.5134769118315209,0.0,0.16904607862030174,,hyderabad,0.6117210057458552,True,True,False,3.6165249040094123
2185,Training,ZoomX Invincible,XL,1.0,0.27545969192411623,0.59,0.32330619477256684,2025-08-06,kolkata,0.11230867187454914,False,False,True,0.3472681528364954
2186,Running,React Infinity,,0.0,0.5134769118315209,0.0,0.16904607862030174,,bangalore,0.334738858869719,True,True,False,1.978992723923202
2187,Running,React Infinity,L,0.25,0.7245290434177474,0.0,0.16904607862030174,2024-09-11,mumbai,0.6929478140935995,False,True,False,4.096741820714184
2188,Running,React Infinity,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,pune,0.476548178042639,False,True,False,2.8173764472092313
2189,Training,SuperRep Go,L,0.75,0.5134769118315209,0.9,0.16904607862030174,2024-02-10,hyd,0.9286817619596309,False,True,False,5.490412603914579
2190,Basketball,Kyrie Flytrap,L,0.25,0.28454276126810013,0.66,0.16904607862030174,,delhi,0.6057654760095643,False,False,False,3.581315517041241
2191,Lifestyle,Air Force 1,8,0.75,0.5134769118315209,0.0,0.16904607862030174,,pune,0.03201674319471078,True,True,False,0.18928457257694875
